Variable:,pr
Country:,Russia
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1950,19.03,11.08,22.42,22.20,40.83,54.01,73.46,66.90,47.20,30.17,26.21,28.16
1951,22.19,14.48,17.10,21.58,36.34,55.95,69.21,72.26,52.71,45.72,26.22,22.65
1952,21.94,15.84,19.88,19.45,39.73,51.90,75.34,68.74,54.41,39.59,24.88,22.15
1953,21.40,13.37,18.41,21.82,30.63,51.32,66.69,63.51,58.10,43.57,28.39,23.19
1954,23.22,21.70,20.53,20.03,41.30,54.57,68.09,63.80,47.75,36.74,33.18,30.81
1955,25.25,14.12,14.97,28.88,36.56,49.44,75.01,70.72,55.72,46.23,32.23,24.99
1956,24.75,20.52,19.09,22.55,36.91,54.87,67.04,67.52,53.04,43.51,30.22,30.20
1957,24.27,21.79,20.82,22.41,38.07,55.78,72.38,61.18,52.75,38.51,28.23,28.98
1958,28.19,16.11,15.72,30.94,33.70,51.97,75.28,71.05,56.47,37.39,24.85,23.12
1959,22.69,22.39,17.75,21.57,29.14,59.04,67.87,75.08,53.29,38.22,30.01,26.37
1960,22.12,17.50,22.40,31.15,38.16,54.88,76.18,73.75,53.90,32.28,33.29,27.86
1961,24.94,17.84,22.67,26.11,40.38,58.62,72.69,61.34,52.83,36.13,26.18,30.61
1962,24.68,18.81,19.08,21.69,31.15,57.01,67.39,65.66,44.70,41.29,39.18,27.51
1963,21.85,13.10,17.38,21.71,41.02,55.51,63.82,63.73,47.70,33.63,31.70,29.16
1964,21.74,16.42,17.20,19.86,40.04,50.06,67.58,68.07,52.24,39.58,32.95,30.62
1965,29.27,27.26,27.90,26.88,37.09,58.05,70.97,67.17,49.66,45.89,37.21,25.02
1966,24.22,14.25,20.42,24.84,43.43,54.55,64.54,66.00,40.84,37.48,28.29,30.89
1967,24.48,17.53,24.68,27.87,39.88,55.08,69.44,56.24,48.38,34.81,28.04,26.48
1968,17.84,12.93,16.63,25.96,35.98,52.63,65.34,60.89,51.01,39.38,35.86,21.65
1969,22.51,18.33,16.43,30.10,40.40,53.76,62.72,68.24,51.10,38.57,32.61,22.86
1970,26.71,13.23,20.52,22.63,36.00,53.90,73.66,63.93,45.00,40.63,33.30,26.54
1971,17.20,15.98,16.15,28.63,33.74,47.05,67.73,63.79,48.51,41.85,35.50,27.76
1972,19.75,19.67,16.43,24.30,31.83,51.39,73.83,63.71,49.48,41.86,38.66,27.53
1973,16.17,17.17,16.41,25.17,39.25,52.92,66.13,62.73,48.03,37.35,28.02,21.38
1974,24.49,17.12,21.17,26.44,33.87,53.42,64.59,72.57,45.24,35.70,26.63,25.52
1975,23.94,15.67,13.65,20.51,35.65,53.93,67.32,64.49,42.26,32.56,24.33,21.64
1976,14.99,18.19,20.76,26.32,36.96,57.43,72.13,65.75,55.04,42.13,34.89,24.35
1977,20.75,16.65,20.22,25.44,34.23,57.32,76.57,65.26,51.10,38.10,29.41,27.06
1978,25.56,22.54,17.02,21.37,33.51,51.11,66.38,69.54,49.20,38.40,33.27,29.64
1979,20.65,16.18,12.72,22.14,38.86,52.97,70.42,60.36,47.82,32.40,36.54,31.20
1980,21.48,15.36,20.68,26.05,34.92,52.75,71.36,64.78,47.60,41.27,27.50,28.74
1981,25.22,15.42,16.05,30.43,39.17,53.08,66.73,67.73,47.69,40.86,31.31,30.50
1982,25.99,17.07,18.92,28.93,36.28,49.21,67.60,65.09,52.40,39.38,35.29,28.64
1983,20.52,12.27,13.57,20.67,31.63,58.21,72.65,68.23,48.55,44.11,28.47,23.81
1984,22.80,17.20,14.98,27.61,35.46,54.22,65.82,66.93,47.29,36.69,32.92,26.31
1985,22.81,16.25,15.43,25.36,33.12,48.88,63.56,67.67,50.53,32.63,28.23,23.31
1986,23.34,17.17,14.46,25.05,36.72,54.06,67.60,61.88,54.43,29.32,25.63,27.92
1987,22.00,15.12,15.07,27.90,29.86,56.52,69.38,71.69,44.59,35.10,32.13,28.30
1988,22.66,19.57,21.12,22.29,36.96,54.01,73.40,64.80,45.40,46.08,30.86,28.45
1989,20.46,20.71,23.79,25.24,42.19,57.93,71.14,66.31,51.59,42.08,39.21,26.16
1990,22.19,16.22,17.03,22.84,36.24,57.92,64.56,63.70,44.96,43.08,30.18,24.06
1991,23.52,19.42,17.40,28.90,31.97,48.88,64.42,60.66,45.61,41.39,35.53,24.55
1992,23.78,17.56,16.88,22.75,34.65,55.04,64.79,70.00,52.91,36.52,20.99,26.49
1993,23.26,15.38,20.44,22.44,44.51,56.38,71.18,63.64,50.37,36.24,36.37,21.44
1994,23.95,20.61,21.89,23.91,38.78,51.16,66.62,66.28,47.12,38.14,38.27,24.99
1995,19.75,16.61,13.24,19.33,35.01,58.40,64.14,62.24,52.50,35.20,30.97,30.03
1996,22.99,19.43,22.57,26.02,41.79,56.30,62.52,68.05,43.41,47.56,29.98,25.07
1997,20.54,20.16,20.71,27.11,37.43,55.67,62.83,62.45,51.12,45.98,30.23,30.08
1998,24.15,19.22,14.47,23.79,36.92,45.74,60.27,70.72,45.06,41.53,31.46,28.30
1999,21.32,17.85,19.46,26.35,42.65,59.41,75.82,68.19,52.29,34.06,23.84,25.81
2000,22.06,20.86,27.67,24.08,45.97,56.86,62.24,65.75,45.78,39.76,33.78,23.10
2001,26.81,24.57,26.11,21.65,38.18,54.49,66.01,58.52,51.78,43.32,32.17,19.15
2002,24.49,14.17,15.23,23.03,34.81,56.54,61.27,68.89,46.27,42.87,27.95,29.21
2003,21.07,21.15,26.64,24.27,39.15,59.20,67.49,65.10,57.72,42.88,33.06,25.16
2004,23.19,11.93,23.35,28.34,35.82,62.49,66.67,61.61,42.03,38.59,31.44,23.68
2005,17.23,18.54,23.32,25.18,36.51,52.10,65.49,69.78,51.97,43.74,39.54,28.45
2006,29.23,19.41,19.52,24.23,47.41,60.55,72.03,66.64,48.83,35.94,31.76,25.17
2007,19.51,20.46,26.18,26.28,36.24,53.52,74.29,69.28,51.20,41.14,35.88,29.26
2008,22.11,18.53,21.51,22.65,39.69,54.34,69.62,68.56,46.26,41.44,29.94,28.56
2009,21.40,16.68,22.74,20.46,38.61,57.71,64.13,65.93,49.69,36.74,39.44,33.14
2010,20.78,17.23,19.40,27.02,33.58,55.84,68.43,66.89,53.38,40.47,29.80,24.31
2011,18.73,14.43,19.52,33.47,37.56,54.01,64.03,73.36,53.29,46.12,33.68,25.41
2012,21.01,16.19,25.64,26.33,43.56,55.14,72.01,68.87,53.76,43.49,37.80,30.01
2013,23.41,18.56,21.92,24.59,41.24,60.19,69.21,62.61,43.27,40.89,28.62,28.18
2014,26.11,20.16,19.64,30.52,38.60,54.82,70.08,62.98,44.79,43.08,32.03,31.99
2015,23.11,23.07,21.14,27.82,40.62,52.62,72.48,72.72,44.49,30.99,32.56,29.14
2016,22.38,20.46,19.89,31.52,42.78,58.36,73.28,65.01,53.02,39.48,35.06,31.49
2017,23.66,18.06,26.61,27.08,36.51,50.56,68.39,61.91,53.89,42.77,32.22,24.49
2018,24.12,21.26,23.25,23.05,42.03,52.90,71.52,62.03,50.69,47.37,32.50,29.28
2019,26.80,23.17,27.28,23.46,46.59,54.10,72.57,60.65,46.78,40.02,32.51,22.37
2020,,,,,,,,,,,,
